accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.6377036571502686,0.6903347969055176,0.6352582573890686,0.681033194065094,0.7681522369384766,0.5865223407745361,9.999999747378752e-05
0.7131938934326172,0.7861368656158447,0.5567510724067688,0.7340669631958008,0.8211760520935059,0.5210204124450684,9.999999747378752e-05
0.7445735335350037,0.8247320652008057,0.5125584602355957,0.7618829011917114,0.8532009720802307,0.48290425539016724,9.999999747378752e-05
0.7604271173477173,0.8427477478981018,0.4881395101547241,0.7803759574890137,0.8685869574546814,0.46119552850723267,9.999999747378752e-05
0.7728086709976196,0.8553736805915833,0.47028592228889465,0.7895460724830627,0.8780326843261719,0.44165006279945374,9.999999747378752e-05
0.7821767330169678,0.8649483919143677,0.4559977054595947,0.803759753704071,0.8865711688995361,0.4226599335670471,9.999999747378752e-05
0.7882473468780518,0.8702080845832825,0.44787007570266724,0.801161527633667,0.8907456398010254,0.41570261120796204,9.999999747378752e-05
0.790562093257904,0.8749535083770752,0.44016700983047485,0.81461101770401,0.8987351655960083,0.40199995040893555,9.999999747378752e-05
0.7967419028282166,0.8793311715126038,0.4331337809562683,0.8123185038566589,0.8960922360420227,0.4065680503845215,9.999999747378752e-05
0.8008909225463867,0.8835791349411011,0.42629382014274597,0.8233226537704468,0.9042682647705078,0.3902234435081482,9.999999747378752e-05
0.8049089312553406,0.8868993520736694,0.4205969572067261,0.8222528100013733,0.9039379954338074,0.39116090536117554,9.999999747378752e-05
0.8071362972259521,0.8888707756996155,0.4166755974292755,0.8135411739349365,0.9028720259666443,0.3932693898677826,9.999999747378752e-05
0.80768221616745,0.8921995759010315,0.4110719859600067,0.8276020288467407,0.9104554653167725,0.3786845803260803,9.999999747378752e-05
0.813054084777832,0.8947705626487732,0.4065663814544678,0.8195017576217651,0.9082561731338501,0.38548707962036133,9.999999747378752e-05
0.814408004283905,0.8979495763778687,0.4007159471511841,0.8240867853164673,0.9125780463218689,0.3740484118461609,9.999999747378752e-05
0.8165261745452881,0.8990131616592407,0.39849916100502014,0.8262264728546143,0.9134732484817505,0.3730582594871521,9.999999747378752e-05
0.8199545741081238,0.9010933637619019,0.3949655294418335,0.8353965878486633,0.9181424379348755,0.36285147070884705,9.999999747378752e-05
0.8224876523017883,0.9042463302612305,0.38909441232681274,0.8262264728546143,0.9155108332633972,0.37599465250968933,9.999999747378752e-05
0.822880744934082,0.9062758684158325,0.38514649868011475,0.8357023000717163,0.919425368309021,0.36000290513038635,9.999999747378752e-05
0.8252828121185303,0.9068581461906433,0.38380467891693115,0.8326455950737,0.9190216064453125,0.36023250222206116,9.999999747378752e-05
0.82757568359375,0.909877598285675,0.3778579831123352,0.8355494141578674,0.9204662442207336,0.3560636639595032,9.999999747378752e-05
0.8299558758735657,0.9122262597084045,0.3731440603733063,0.8386061191558838,0.9226110577583313,0.3525726795196533,9.999999747378752e-05
0.8298685550689697,0.9122363924980164,0.3732672929763794,0.841509997844696,0.9238584637641907,0.3498251140117645,9.999999747378752e-05
0.8306983709335327,0.9135932922363281,0.370444655418396,0.8405929803848267,0.9239170551300049,0.3501351475715637,9.999999747378752e-05
0.8350657224655151,0.9156090617179871,0.3664376139640808,0.8445667028427124,0.9245663285255432,0.3491547107696533,9.999999747378752e-05
0.8342140913009644,0.9163839817047119,0.36492618918418884,0.8386061191558838,0.9260538816452026,0.3518573045730591,9.999999747378752e-05
