accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.8372930884361267,0.9188807606697083,0.3600054085254669,0.8434968590736389,0.9285640716552734,0.34085965156555176,9.999999747378752e-05
0.841049075126648,0.9210236668586731,0.35515663027763367,0.8462479114532471,0.9296910166740417,0.338272362947464,9.999999747378752e-05
0.8429270386695862,0.9220685958862305,0.3529885411262512,0.8465535640716553,0.9294118881225586,0.3370874524116516,9.999999747378752e-05
0.8444555997848511,0.9230396151542664,0.35094910860061646,0.8499159216880798,0.9312321543693542,0.3361816108226776,9.999999747378752e-05
0.8447394967079163,0.9235641956329346,0.3495889902114868,0.8500687479972839,0.9323888421058655,0.329926073551178,9.999999747378752e-05
0.8469013571739197,0.9248549938201904,0.3469471037387848,0.8515971302986145,0.9326481223106384,0.32985860109329224,9.999999747378752e-05
0.8443464040756226,0.9252758026123047,0.3456481397151947,0.8517499566078186,0.9335737824440002,0.32791224122047424,9.999999747378752e-05
0.8476874828338623,0.9279906749725342,0.339794784784317,0.8546538352966309,0.9344397187232971,0.3271372318267822,9.999999747378752e-05
0.8506135940551758,0.9293050765991211,0.3369779884815216,0.8428855538368225,0.9315979480743408,0.3436323404312134,9.999999747378752e-05
0.8507882952690125,0.9292612075805664,0.3368894159793854,0.8551123142242432,0.935201108455658,0.3236626088619232,9.999999747378752e-05
0.8510285019874573,0.9302894473075867,0.33462345600128174,0.8600030541419983,0.9378405213356018,0.3190701901912689,9.999999747378752e-05
0.8520548343658447,0.9313115477561951,0.33233314752578735,0.8555708527565002,0.9369990825653076,0.3203835189342499,9.999999747378752e-05
0.8544350862503052,0.933245837688446,0.32778480648994446,0.8558765053749084,0.9392271637916565,0.3222256302833557,9.999999747378752e-05
0.854456901550293,0.933078944683075,0.32833877205848694,0.859544575214386,0.9392661452293396,0.3152736723423004,9.999999747378752e-05
0.8581255078315735,0.9348279237747192,0.32431668043136597,0.863518238067627,0.9397789239883423,0.3123067617416382,9.999999747378752e-05
0.8577979803085327,0.9361086487770081,0.3209422528743744,0.8590860366821289,0.9412251710891724,0.315689355134964,9.999999747378752e-05
0.8593920469284058,0.936151921749115,0.3209035396575928,0.8603087067604065,0.942284882068634,0.31297507882118225,9.999999747378752e-05
0.8594575524330139,0.9368899464607239,0.31889986991882324,0.8665749430656433,0.9435746669769287,0.3025721311569214,9.999999747378752e-05
0.8591518402099609,0.9377343654632568,0.3169388771057129,0.859544575214386,0.9410601258277893,0.31733667850494385,9.999999747378752e-05
0.861488401889801,0.9387133121490479,0.3147866427898407,0.8557236790657043,0.9416344165802002,0.31451651453971863,9.999999747378752e-05
0.8632571697235107,0.9398070573806763,0.31203171610832214,0.8621427416801453,0.9449493885040283,0.30711063742637634,9.999999747378752e-05
0.8679957985877991,0.9432040452957153,0.30344700813293457,0.8694788217544556,0.9469751715660095,0.2962283790111542,4.999999873689376e-05
0.8672751784324646,0.9428864121437073,0.30414214730262756,0.8702430129051208,0.9468777179718018,0.29430651664733887,4.999999873689376e-05
0.8726252317428589,0.9454273581504822,0.2973136305809021,0.868256151676178,0.9466143846511841,0.2953355610370636,4.999999873689376e-05
